,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,RightToReply,Distance,NewRatingPending,links,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,geocode.longitude,geocode.latitude,meta.dataSource,meta.extractDate,meta.itemCount,meta.returncode,meta.totalCount,meta.totalPages,meta.pageSize,meta.pageNumber
10,65f5e9e9a4fa09a7210a9ef9,295107,0,PI/000020749,City Bar & Grill,Restaurant/Cafe/Canteen,1,London City Airport (Airside),London,,,E16 2PX,,5,fhrs_5_en-gb,2021-12-06T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.188850403149,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/295107'}]",0,5,0,0.0479655750095844,51.5041122436523,,0001-01-01T00:00:00,0,,0,0,0,0
11,65f5e9e9a4fa09a7210aa0c7,294523,0,PI/000015222,Jet Centre,Restaurant/Cafe/Canteen,1,London City Airport,Royal Docks London,,,E16 2PJ,,5,fhrs_5_en-gb,2022-02-11T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.48586971274,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/294523'}]",0,0,0,0.0405181497335434,51.5048065185547,,0001-01-01T00:00:00,0,,0,0,0,0
12,65f5e9e9a4fa09a7210aa0c8,294616,0,PI/000016269,Caffè Nero,Restaurant/Cafe/Canteen,1,London City Airport Airside Departure Lounge,Royal Docks London,,,E16 2PJ,,5,fhrs_5_en-gb,2021-11-12T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4649.485929427517,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/294616'}]",5,5,0,0.040518,51.504808,,0001-01-01T00:00:00,0,,0,0,0,0
13,65f5e9e9a4fa09a7210aa376,1427985,0,PI/000037871,Mv Sunborn Yacht Hotel,Hotel/bed & breakfast/guest house,7842,Western Gateway,Royal Victoria Dock,,,E16 1XL,,5,fhrs_5_en-gb,2021-11-19T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.0981296859945,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1427985'}]",5,5,5,0.027107,51.50817,,0001-01-01T00:00:00,0,,0,0,0,0
14,65f5e9e9a4fa09a7210aa59f,934211,0,PI/000030457,Good Hotel London,Other catering premises,7841,Western Gateway Royal Victoria Dock,Floating Platform next to Emirates Cable Car,,,E16 1FA,,5,fhrs_5_en-gb,2021-07-16T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.415301460256,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/934211'}]",5,5,5,0.01792,51.507681,,0001-01-01T00:00:00,0,,0,0,0,0
15,65f5e9e9a4fa09a7210aa5a8,1392440,0,PI/000037382,La Nonna lina,Other catering premises,7841,Dock Road,London,Charlton,,E16 1AG,,4,fhrs_4_en-gb,2021-10-01T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.4320658321685,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1392440'}]",0,10,5,0.0157549995929003,51.5059814453125,,0001-01-01T00:00:00,0,,0,0,0,0
16,65f5e9e9a4fa09a7210aa5ad,558640,0,PI/000024155,Wake Up Docklands Limited,Other catering premises,7841,Western Beach Royal Victoria Docks,London,Charlton,,E16 1AG,,5,fhrs_5_en-gb,2018-11-05T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.432926312135,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/558640'}]",0,0,0,0.015742,51.505992,,0001-01-01T00:00:00,0,,0,0,0,0
17,65f5e9e9a4fa09a7210aa767,1498024,0,PI/000038347,MV Venus Clipper,Other catering premises,7841,Trinity Buoy Wharf,Orchard Place,,,E14 0JY,,5,fhrs_5_en-gb,2022-02-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.747348950763,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1498024'}]",0,0,0,0.00890800673629534,51.507771887145,,0001-01-01T00:00:00,0,,0,0,0,0
18,65f5e9e9a4fa09a7210aa7b9,1090020,0,PI/000033476,MV Typhoon clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090020'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
19,65f5e9e9a4fa09a7210aa7ba,1090017,0,PI/000033472,MV Moon clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-09-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090017'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
20,65f5e9e9a4fa09a7210aa7bb,1090023,0,PI/000033479,MV Jupiter clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090023'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
21,65f5e9e9a4fa09a7210aa7bf,1090021,0,PI/000033477,MV Monsoon clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090021'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
22,65f5e9e9a4fa09a7210aa7c0,1090022,0,PI/000033478,MV Meteor clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090022'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
23,65f5e9e9a4fa09a7210aa7c1,1090019,0,PI/000033475,MV Tornado clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090019'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
24,65f5e9e9a4fa09a7210aa7c2,1090028,0,PI/000033484,MV Neptune clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090028'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
25,65f5e9e9a4fa09a7210aa7c3,1090024,0,PI/000033480,MV Galaxy clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-05-02T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090024'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
26,65f5e9e9a4fa09a7210aa7c4,1090027,0,PI/000033483,MV Cyclone clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090027'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
27,65f5e9e9a4fa09a7210aa7c5,1090018,0,PI/000033473,MV Mercury clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090018'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
28,65f5e9e9a4fa09a7210aa7c6,1090016,0,PI/000033470,MV Sun clipper,Other catering premises,7841,Thames Clippers 3rd flr Clippers House,Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805001170512,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090016'}]",0,0,0,0.0078159999102354,51.5082588195801,,0001-01-01T00:00:00,0,,0,0,0,0
29,65f5e9e9a4fa09a7210aa7c7,1090025,0,PI/000033481,MV Hurricane clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2018-12-14T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090025'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
30,65f5e9e9a4fa09a7210aa7c8,293758,0,PI/000002546,Mv Storm Clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2019-01-11T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/293758'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
31,65f5e9e9a4fa09a7210aa7c9,1090026,0,PI/000033482,MV Aurora clipper,Other catering premises,7841,Thames Clippers Unit 12 The Riverside Building,64 Orchard Place Trinity Buoy Wharf London,,,E14 0JY,,5,fhrs_5_en-gb,2021-12-03T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805007769328,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1090026'}]",0,0,0,0.007816,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
32,65f5e9e9a4fa09a7210aa7cc,1450220,0,PI/000038259,Canary Wharf 1V,Other catering premises,7841,Trinity Buoy Wharf,64 Orchard Place,,,E14 0JY,,5,fhrs_5_en-gb,2022-02-25T00:00:00,508,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,publicprotection@cityoflondon.gov.uk,FHRS,,4650.805044246847,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1450220'}]",0,0,0,0.007815,51.508259,,0001-01-01T00:00:00,0,,0,0,0,0
